uid,accession_version,title,organism,taxid,length,source_database,updated_date,found_by_annotation_query,found_by_prk09371_query
2261169391,CAD5929560.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261169393,CAD5929580.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261177415,CAD5931729.1,Gas vesicle structural protein [Planktothrix rubescens CCAP 1459/22],Planktothrix rubescens CCAP 1459/22,329571,72,insd,2026/02/14,True,True
2261177417,CAD5931755.1,Gas vesicle structural protein [Planktothrix rubescens CCAP 1459/22],Planktothrix rubescens CCAP 1459/22,329571,72,insd,2026/02/14,True,True
2261177418,CAD5931775.1,Gas vesicle structural protein [Planktothrix rubescens CCAP 1459/22],Planktothrix rubescens CCAP 1459/22,329571,72,insd,2026/02/14,True,True
2261185486,CAD5941065.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261185487,CAD5941081.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261185489,CAD5941113.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261185491,CAD5941148.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261191574,CAD5939181.1,Gas vesicle structural protein [Planktothrix pseudagardhii],Planktothrix pseudagardhii,132604,71,insd,2022/06/29,True,True
2261195049,CAD5984871.1,Gas vesicle structural protein [Planktothrix pseudagardhii],Planktothrix pseudagardhii,132604,72,insd,2022/06/29,True,True
2261199336,CAD5949465.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261203609,CAD5918119.1,Gas vesicle structural protein [Planktothrix tepida],Planktothrix tepida,1678309,72,insd,2022/06/29,True,True
2261206940,CAD5971510.1,Gas vesicle structural protein [Planktothrix tepida],Planktothrix tepida,1678309,71,insd,2022/06/29,True,True
2261230853,CAH2571870.1,Gas vesicle structural protein [Planktothrix rubescens],Planktothrix rubescens,59512,72,insd,2022/06/29,True,True
2273070683,WP_254567340.1,MULTISPECIES: gas vesicle structural protein GvpA [Oscillatoriales],Oscillatoriales,1150,72,refseq,2023/03/23,True,True
2283111617,UUO14152.1,gas vesicle structural protein GvpA [Dolichospermum heterosporum TAC447],Dolichospermum heterosporum TAC447,747523,71,insd,2022/08/08,True,True
2283111618,UUO14153.1,gas vesicle structural protein GvpA [Dolichospermum heterosporum TAC447],Dolichospermum heterosporum TAC447,747523,71,insd,2022/08/08,True,True
2283111619,UUO14154.1,gas vesicle structural protein GvpA [Dolichospermum heterosporum TAC447],Dolichospermum heterosporum TAC447,747523,71,insd,2022/08/08,True,True
2283111620,UUO14155.1,gas vesicle structural protein GvpA [Dolichospermum heterosporum TAC447],Dolichospermum heterosporum TAC447,747523,71,insd,2022/08/08,True,True
2283111621,UUO14156.1,gas vesicle structural protein GvpA [Dolichospermum heterosporum TAC447],Dolichospermum heterosporum TAC447,747523,71,insd,2022/08/08,True,True
2283111622,UUO14157.1,gas vesicle structural protein GvpA [Dolichospermum heterosporum TAC447],Dolichospermum heterosporum TAC447,747523,71,insd,2022/08/08,True,True
2283111623,UUO14158.1,gas vesicle structural protein GvpA [Dolichospermum heterosporum TAC447],Dolichospermum heterosporum TAC447,747523,71,insd,2022/08/08,True,True
2301604032,UWU49549.1,Gas vesicle protein [Limnospira platensis C1],Limnospira platensis C1,459495,72,insd,2022/09/14,False,True
2301604035,UWU49552.1,Gas vesicle protein [Limnospira platensis C1],Limnospira platensis C1,459495,72,insd,2022/09/14,False,True
2301604038,UWU49555.1,Gas vesicle protein [Limnospira platensis C1],Limnospira platensis C1,459495,72,insd,2022/09/14,False,True
2301604041,UWU49558.1,Gas vesicle protein [Limnospira platensis C1],Limnospira platensis C1,459495,72,insd,2022/09/14,False,True
2301604044,UWU49561.1,Gas vesicle protein [Limnospira platensis C1],Limnospira platensis C1,459495,72,insd,2022/09/14,False,True
2307066787,UXE62281.1,MAG: gas vesicle structural protein GvpA [Woronichinia naegeliana WA131],Woronichinia naegeliana WA131,2824559,71,insd,2022/09/22,True,True
2307066788,UXE62282.1,MAG: gas vesicle structural protein GvpA [Woronichinia naegeliana WA131],Woronichinia naegeliana WA131,2824559,71,insd,2022/09/22,True,True
2308526800,WP_261225443.1,gas vesicle structural protein GvpA [Ancylothrix sp. D3o],Ancylothrix sp. D3o,2953691,75,refseq,2023/03/23,True,True
2316440302,UYD33109.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7601],Tolypothrix sp. PCC 7601,1188,71,insd,2022/10/13,True,True
2316440303,UYD33110.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7601],Tolypothrix sp. PCC 7601,1188,71,insd,2022/10/13,True,True
2316441914,UYD34721.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7601],Tolypothrix sp. PCC 7601,1188,71,insd,2022/10/13,True,True
2321208286,UYD24661.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7712],Tolypothrix sp. PCC 7712,2596898,71,insd,2022/10/25,True,True
2321208287,UYD24662.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7712],Tolypothrix sp. PCC 7712,2596898,71,insd,2022/10/25,True,True
2321212998,UYD29373.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7712],Tolypothrix sp. PCC 7712,2596898,71,insd,2022/10/25,True,True
2322071457,BDT13349.1,gas vesicle protein GvpA [Limnospira platensis NIES-39],Limnospira platensis NIES-39,696747,72,insd,2023/09/22,True,True
2322071461,BDT13353.1,gas vesicle protein GvpA [Limnospira platensis NIES-39],Limnospira platensis NIES-39,696747,72,insd,2023/09/22,True,True
2322071465,BDT13357.1,gas vesicle protein GvpA [Limnospira platensis NIES-39],Limnospira platensis NIES-39,696747,72,insd,2023/09/22,True,True
2329607370,UZO76105.1,gas vesicle structural protein GvpA [Microcystis aeruginosa str. Chao 1910],Microcystis aeruginosa str. Chao 1910,2945101,71,insd,2022/11/17,True,True
2329607371,UZO76106.1,gas vesicle structural protein GvpA [Microcystis aeruginosa str. Chao 1910],Microcystis aeruginosa str. Chao 1910,2945101,71,insd,2022/11/17,True,True
2329610344,UZO79079.1,gas vesicle structural protein GvpA [Microcystis aeruginosa str. Chao 1910],Microcystis aeruginosa str. Chao 1910,2945101,71,insd,2022/11/17,True,True
2331085622,UZQ54585.1,gas vesicle structural protein GvpA [Trichothermofontia sichuanensis B231],Trichothermofontia sichuanensis B231,2016064,72,insd,2023/07/07,True,True
2335535047,WP_265902100.1,MULTISPECIES: gas vesicle structural protein GvpA [Trichothermofontia],Trichothermofontia,3045815,72,refseq,2025/11/23,True,True
2407449991,WAL59275.1,gas vesicle structural protein GvpA [Thermocoleostomius sinensis A174],Thermocoleostomius sinensis A174,2016057,72,insd,2023/07/07,True,True
2411309038,WP_268609013.1,gas vesicle structural protein GvpA [Thermocoleostomius sinensis],Thermocoleostomius sinensis,3065396,72,refseq,2023/08/02,True,True
2438506445,WP_271795298.1,"gas vesicle structural protein GvpA, partial [Dolichospermum planctonicum]",Dolichospermum planctonicum,136072,61,refseq,2023/03/27,True,True
2438518738,WP_271806167.1,"gas vesicle structural protein GvpA, partial [Dolichospermum circinale]",Dolichospermum circinale,109265,66,refseq,2023/03/23,True,True
2438688891,WP_271933955.1,gas vesicle structural protein GvpA [Nodularia spumigena],Nodularia spumigena,70799,71,refseq,2023/03/27,True,True
2438703031,WP_271944488.1,MULTISPECIES: gas vesicle structural protein GvpA [Roseofilum],Roseofilum,1233426,72,refseq,2023/05/27,True,True
2439066361,WP_272058300.1,gas vesicle structural protein GvpA [Nodularia spumigena],Nodularia spumigena,70799,71,refseq,2023/03/23,True,True
2439092983,WP_272074942.1,gas vesicle structural protein GvpA [Nodularia spumigena],Nodularia spumigena,70799,71,refseq,2023/03/27,True,True
2439114064,WP_272092571.1,gas vesicle structural protein GvpA [Nodularia spumigena],Nodularia spumigena,70799,71,refseq,2023/03/27,True,True
2491198563,8GBS_A1,"Chain A1, Gas vesicle structural protein",Dolichospermum flos-aquae,1166,71,pdb,2024/06/20,False,True
2491198564,8GBS_A2,"Chain A2, Gas vesicle structural protein",Dolichospermum flos-aquae,1166,71,pdb,2024/06/20,False,True
2491198565,8GBS_A4,"Chain A4, Gas vesicle structural protein",Dolichospermum flos-aquae,1166,71,pdb,2024/06/20,False,True
2491198567,8GBS_A3,"Chain A3, Gas vesicle structural protein",Dolichospermum flos-aquae,1166,71,pdb,2024/06/20,False,True
2498148051,WP_280652748.1,gas vesicle structural protein GvpA [Umezakia ovalisporum],Umezakia ovalisporum,75695,71,refseq,2024/12/28,True,True
2498331033,WP_280793164.1,gas vesicle structural protein GvpA [Anabaenopsis sp. FSS-46],Anabaenopsis sp. FSS-46,2971766,71,refseq,2024/12/29,True,True
2498983787,WGS73826.1,gas vesicle structural protein GvpA [Pseudanabaena galeata CCNP1313],Pseudanabaena galeata CCNP1313,2602720,72,insd,2024/12/02,True,True
2510548557,WP_283753117.1,MULTISPECIES: gas vesicle structural protein GvpA [Roseofilum],Roseofilum,1233426,72,refseq,2023/10/25,True,True
2510552992,WP_283757384.1,gas vesicle structural protein GvpA [Roseofilum casamattae],Roseofilum casamattae,3082944,72,refseq,2024/12/28,True,True
2525298446,WP_287130436.1,gas vesicle structural protein GvpA [Candidatus Cyanaurora vandensis],Candidatus Cyanaurora vandensis,2714958,72,refseq,2023/10/03,True,True
2525469582,WP_287280996.1,gas vesicle structural protein GvpA [Okeania sp. SIO2G5],Okeania sp. SIO2G5,2607796,72,refseq,2023/06/26,True,True
2525866232,WP_287627019.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Microcystis (in: cyanobacteria)],unclassified Microcystis (in: cyanobacteria),3407010,71,refseq,2025/11/26,True,True
2525954283,WP_287674806.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Microcystis (in: cyanobacteria)],unclassified Microcystis (in: cyanobacteria),3407010,71,refseq,2025/11/26,True,True
2525994688,WP_287703642.1,"MULTISPECIES: gas vesicle structural protein GvpA, partial [unclassified Microcystis (in: cyanobacteria)]",unclassified Microcystis (in: cyanobacteria),3407010,68,refseq,2025/11/26,True,True
2526538287,WP_287999814.1,"MULTISPECIES: gas vesicle structural protein GvpA, partial [unclassified Microcystis (in: cyanobacteria)]",unclassified Microcystis (in: cyanobacteria),3407010,62,refseq,2025/11/26,True,True
2526802962,WP_288140785.1,"gas vesicle structural protein GvpA, partial [Microcystis sp. LE19-84.1B]",Microcystis sp. LE19-84.1B,3016438,59,refseq,2023/06/27,True,True
2533663411,WP_290603055.1,"gas vesicle structural protein GvpA, partial [Anabaena sp. AL93]",Anabaena sp. AL93,1678133,66,refseq,2023/10/03,True,True
2536017391,WP_292781623.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Nostoc],unclassified Nostoc,2593658,73,refseq,2024/03/04,True,True
2536309572,WP_293061633.1,gas vesicle structural protein GvpA [Okeania sp. SIO2B3],Okeania sp. SIO2B3,2607784,90,refseq,2023/07/12,True,True
2536337426,WP_293087767.1,gas vesicle structural protein GvpA [Okeania sp. SIO3B5],Okeania sp. SIO3B5,2607811,90,refseq,2023/07/12,True,True
2536353200,WP_293100807.1,gas vesicle structural protein GvpA [Okeania sp. SIO2F4],Okeania sp. SIO2F4,2607790,89,refseq,2023/07/12,True,True
2536380114,WP_293124005.1,gas vesicle structural protein GvpA [Moorena sp. SIO4G3],Moorena sp. SIO4G3,2607821,72,refseq,2023/07/12,True,True
2536383039,WP_293126616.1,gas vesicle structural protein GvpA [Okeania sp. SIO1I7],Okeania sp. SIO1I7,2607772,90,refseq,2023/07/12,True,True
2536418256,WP_293160100.1,gas vesicle structural protein GvpA [Okeania sp. SIO2C9],Okeania sp. SIO2C9,2607791,90,refseq,2023/07/12,True,True
2542980891,WP_298916699.1,gas vesicle structural protein GvpA [uncultured Nostoc sp.],uncultured Nostoc sp.,340711,75,refseq,2023/07/13,True,True
2554579157,WKX64357.1,gas vesicle structural protein GvpA [Microcystis aeruginosa PCC 7806],Microcystis aeruginosa PCC 7806,267872,71,insd,2023/07/30,True,True
2554579158,WKX64358.1,gas vesicle structural protein GvpA [Microcystis aeruginosa PCC 7806],Microcystis aeruginosa PCC 7806,267872,71,insd,2023/07/30,True,True
2554579159,WKX64359.1,gas vesicle structural protein GvpA [Microcystis aeruginosa PCC 7806],Microcystis aeruginosa PCC 7806,267872,71,insd,2023/07/30,True,True
2579513125,WNF13144.1,gas vesicle structural protein GvpA [Microcystis aeruginosa NRERC-214],Microcystis aeruginosa NRERC-214,2528657,71,insd,2023/09/20,True,True
2579513126,WNF13145.1,gas vesicle structural protein GvpA [Microcystis aeruginosa NRERC-214],Microcystis aeruginosa NRERC-214,2528657,71,insd,2023/09/20,True,True
2591947259,WNZ23275.1,gas vesicle structural protein GvpA [Leptolyngbya sp. NK1-12],Leptolyngbya sp. NK1-12,2547451,72,insd,2023/10/12,True,True
2591990442,WNZ47247.1,gas vesicle structural protein GvpA [Leptolyngbya boryana CZ1],Leptolyngbya boryana CZ1,3060204,72,insd,2023/10/13,True,True
2592623293,WOB42702.1,gas vesicle structural protein GvpA [Thermoleptolyngbya oregonensis NK1-22],Thermoleptolyngbya oregonensis NK1-22,2547457,72,insd,2023/10/16,True,True
2592648850,WOB68207.1,gas vesicle structural protein GvpA [Microcystis aeruginosa LE3],Microcystis aeruginosa LE3,1194489,71,insd,2023/10/16,True,True
2592648851,WOB68208.1,gas vesicle structural protein GvpA [Microcystis aeruginosa LE3],Microcystis aeruginosa LE3,1194489,71,insd,2023/10/16,True,True
2592648852,WOB68209.1,gas vesicle structural protein GvpA [Microcystis aeruginosa LE3],Microcystis aeruginosa LE3,1194489,71,insd,2023/10/16,True,True
2593239960,WOD38711.1,gas vesicle structural protein GvpA [Nodosilinea sp. E11],Nodosilinea sp. E11,3037479,72,insd,2023/10/18,True,True
2638890234,WP_322681236.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Nostoc],unclassified Nostoc,2593658,72,refseq,2025/02/25,True,True
2638947106,WP_322732512.1,gas vesicle structural protein GvpA [Nostoc sp. ChiQUE01b],Nostoc sp. ChiQUE01b,3075376,72,refseq,2025/05/22,True,True
2643647700,WRH65089.1,MAG: gas vesicle structural protein GvpA [Planktothrix sp. GU0601_MAG3],Planktothrix sp. GU0601_MAG3,3078749,72,insd,2024/01/02,True,True
2643990218,WP_323244924.1,gas vesicle structural protein GvpA [Nodularia spumigena],Nodularia spumigena,70799,70,refseq,2025/04/01,True,True
2648748814,WP_324632560.1,gas vesicle structural protein GvpA [Phormidium sp. CCY1219],Phormidium sp. CCY1219,2886104,72,refseq,2025/05/22,True,True
2648861459,WP_324704072.1,gas vesicle structural protein GvpA [Lyngbya sp. CCY1209],Lyngbya sp. CCY1209,2886103,72,refseq,2024/12/29,True,True
2668486077,WP_330483830.1,MULTISPECIES: gas vesicle structural protein GvpA [Tumidithrix],Tumidithrix,3088355,72,refseq,2025/08/23,True,True
2669971506,WP_330936551.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii],Cylindrospermopsis raciborskii,77022,59,refseq,2025/05/21,True,True
2690319793,WP_334710560.1,gas vesicle structural protein GvpA [Nostoc sp.],Nostoc sp.,1180,73,refseq,2025/05/21,True,True
2690394903,WP_334779866.1,gas vesicle structural protein GvpA [Nostoc sp.],Nostoc sp.,1180,71,refseq,2025/05/21,True,True
2690405347,WP_334789054.1,gas vesicle structural protein GvpA [Nostoc sp.],Nostoc sp.,1180,74,refseq,2025/05/21,True,True
2690677552,WP_335049349.1,gas vesicle structural protein GvpA [Nostoc sp.],Nostoc sp.,1180,73,refseq,2025/05/21,True,True
2690688242,WP_335059862.1,gas vesicle structural protein GvpA [Nostoc sp.],Nostoc sp.,1180,71,refseq,2025/05/21,True,True
2690701052,WP_335072082.1,gas vesicle structural protein GvpA [Nostoc sp.],Nostoc sp.,1180,78,refseq,2025/05/21,True,True
2707828341,WYL94292.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata IR180],Gloeotrichia echinulata IR180,2723855,71,insd,2024/04/17,True,True
2707828342,WYL94293.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata IR180],Gloeotrichia echinulata IR180,2723855,71,insd,2024/04/17,True,True
2707828343,WYL94294.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata IR180],Gloeotrichia echinulata IR180,2723855,71,insd,2024/04/17,True,True
2707828344,WYL94295.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata IR180],Gloeotrichia echinulata IR180,2723855,71,insd,2024/04/17,True,True
2707831792,WYL97743.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata IR180],Gloeotrichia echinulata IR180,2723855,71,insd,2024/04/17,True,True
2707834001,WYL99907.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata CP02],Gloeotrichia echinulata CP02,2723856,71,insd,2024/04/17,True,True
2707834002,WYL99908.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata CP02],Gloeotrichia echinulata CP02,2723856,71,insd,2024/04/17,True,True
2707834003,WYL99909.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata CP02],Gloeotrichia echinulata CP02,2723856,71,insd,2024/04/17,True,True
2707834004,WYL99910.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata CP02],Gloeotrichia echinulata CP02,2723856,75,insd,2024/04/17,True,True
2707834005,WYL99911.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata CP02],Gloeotrichia echinulata CP02,2723856,71,insd,2024/04/17,True,True
2719086208,WZL85698.1,gas vesicle structural protein GvpA [Microcystis aeruginosa 1339],Microcystis aeruginosa 1339,3113711,71,insd,2024/04/19,True,True
2719088077,WZL87567.1,gas vesicle structural protein GvpA [Microcystis aeruginosa 1339],Microcystis aeruginosa 1339,3113711,71,insd,2024/04/19,True,True
2754676721,XCM39888.1,gas vesicle structural protein GvpA [Planktothricoides raciborskii GIHE-MW2],Planktothricoides raciborskii GIHE-MW2,2792601,72,insd,2024/07/08,True,True
2754678964,XCM36407.1,gas vesicle structural protein GvpA [Planktothricoides raciborskii GIHE-MW2],Planktothricoides raciborskii GIHE-MW2,2792601,71,insd,2024/07/08,True,True
2754679082,XCM36523.1,gas vesicle structural protein GvpA [Planktothricoides raciborskii GIHE-MW2],Planktothricoides raciborskii GIHE-MW2,2792601,71,insd,2024/07/08,True,True
2777307499,XDE63737.1,gas vesicle structural protein GvpA [Limnospira platensis BEA 1257B],Limnospira platensis BEA 1257B,3234866,72,insd,2024/07/24,True,True
2804749549,XGV98739.1,MAG: gas vesicle structural protein GvpA [Leptolyngbya sp. BL-A-14],Leptolyngbya sp. BL-A-14,3104317,72,insd,2024/09/16,True,True
2807382220,XHB71668.1,gas vesicle structural protein GvpA [Microcystis sp. BLCC-F210],Microcystis sp. BLCC-F210,3342751,71,insd,2024/09/21,True,True
2807382221,XHB71669.1,gas vesicle structural protein GvpA [Microcystis sp. BLCC-F210],Microcystis sp. BLCC-F210,3342751,71,insd,2024/09/21,True,True
2813989146,XHR82201.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata GP01],Gloeotrichia echinulata GP01,3350243,71,insd,2024/10/07,True,True
2813989147,XHR82202.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata GP01],Gloeotrichia echinulata GP01,3350243,71,insd,2024/10/07,True,True
2813989148,XHR82203.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata GP01],Gloeotrichia echinulata GP01,3350243,71,insd,2024/10/07,True,True
2813989149,XHR82204.1,MAG: gas vesicle structural protein GvpA [Gloeotrichia echinulata GP01],Gloeotrichia echinulata GP01,3350243,71,insd,2024/10/07,True,True
2814761159,XHX77422.1,MAG: gas vesicle structural protein GvpA [Stenomitos frigidus ULC029],Stenomitos frigidus ULC029,3070788,72,insd,2024/10/09,True,True
2816296038,WP_377962562.1,MULTISPECIES: gas vesicle structural protein GvpA [Almyronema],Almyronema,3114804,72,refseq,2026/02/15,True,True
2833672427,WP_392535573.1,gas vesicle structural protein GvpA [Nostoc sp. C117],Nostoc sp. C117,3349875,71,refseq,2024/10/17,True,True
2862770874,WP_406912117.1,"gas vesicle structural protein GvpA, partial [Cylindrospermopsis raciborskii]",Cylindrospermopsis raciborskii,77022,66,refseq,2025/02/18,True,True
2870561357,WP_408963110.1,gas vesicle structural protein GvpA [Planktothrix sp.],Planktothrix sp.,3088171,72,refseq,2024/12/17,True,True
2873945453,WP_409772926.1,"gas vesicle structural protein GvpA, partial [Microcystis sp.]",Microcystis sp.,1127,63,refseq,2024/12/27,True,True
2894835688,XNO56025.1,gas vesicle structural protein GvpA [Anabaena azotica SJ-1],Anabaena azotica SJ-1,3392114,71,insd,2025/01/28,True,True
2894835689,XNO56026.1,gas vesicle structural protein GvpA [Anabaena azotica SJ-1],Anabaena azotica SJ-1,3392114,76,insd,2025/01/28,True,True
2894835690,XNO56027.1,gas vesicle structural protein GvpA [Anabaena azotica SJ-1],Anabaena azotica SJ-1,3392114,75,insd,2025/01/28,True,True
2894835691,XNO56028.1,gas vesicle structural protein GvpA [Anabaena azotica SJ-1],Anabaena azotica SJ-1,3392114,73,insd,2025/01/28,True,True
2894835692,XNO56029.1,gas vesicle structural protein GvpA [Anabaena azotica SJ-1],Anabaena azotica SJ-1,3392114,74,insd,2025/01/28,True,True
2894835693,XNO56030.1,gas vesicle structural protein GvpA [Anabaena azotica SJ-1],Anabaena azotica SJ-1,3392114,73,insd,2025/01/28,True,True
2894835694,XNO56031.1,gas vesicle structural protein GvpA [Anabaena azotica SJ-1],Anabaena azotica SJ-1,3392114,75,insd,2025/01/28,True,True
2895288337,WP_413173344.1,gas vesicle structural protein GvpA [Anabaena azotica],Anabaena azotica,197653,76,refseq,2025/01/29,True,True
2895288338,WP_413173345.1,gas vesicle structural protein GvpA [Anabaena azotica],Anabaena azotica,197653,75,refseq,2025/01/29,True,True
2895288339,WP_413173346.1,gas vesicle structural protein GvpA [Anabaena azotica],Anabaena azotica,197653,73,refseq,2025/01/29,True,True
2895288340,WP_413173347.1,gas vesicle structural protein GvpA [Anabaena azotica],Anabaena azotica,197653,74,refseq,2025/01/29,True,True
2895288341,WP_413173348.1,gas vesicle structural protein GvpA [Anabaena azotica],Anabaena azotica,197653,75,refseq,2025/01/29,True,True
2904841441,WP_414362100.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Synechococcus],unclassified Synechococcus,2626047,75,refseq,2025/02/08,True,True
2904878252,WP_414395174.1,gas vesicle structural protein GvpA [Synechococcus sp. O70.2],Synechococcus sp. O70.2,2964533,75,refseq,2025/02/07,True,True
2904889063,WP_414404485.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Synechococcus],unclassified Synechococcus,2626047,75,refseq,2025/02/08,True,True
2906378794,XOF26165.1,gas vesicle structural protein GvpA [Leptolyngbya sp. FACHB-1624],Leptolyngbya sp. FACHB-1624,2692802,72,insd,2025/02/11,True,True
2917377468,XPB27899.1,gas vesicle structural protein GvpA [Egbenema bharatensis FJBBOT/2019],Egbenema bharatensis FJBBOT/2019,3398834,72,insd,2025/02/26,True,True
2923020606,XPM56436.1,MAG: gas vesicle structural protein GvpA [Leptolyngbya sp. IPPAS B-1204],Leptolyngbya sp. IPPAS B-1204,2483801,72,insd,2025/03/31,True,True
2928085797,XPT18807.1,gas vesicle structural protein GvpA [Anabaena sp. FACHB-709],Anabaena sp. FACHB-709,1086822,71,insd,2025/03/13,True,True
2928085798,XPT18808.1,gas vesicle structural protein GvpA [Anabaena sp. FACHB-709],Anabaena sp. FACHB-709,1086822,71,insd,2025/03/13,True,True
2928092183,XPT26586.1,gas vesicle structural protein GvpA [Anabaena sp. FACHB-595],Anabaena sp. FACHB-595,3403436,71,insd,2025/03/13,True,True
2928092184,XPT26587.1,gas vesicle structural protein GvpA [Anabaena sp. FACHB-595],Anabaena sp. FACHB-595,3403436,71,insd,2025/03/13,True,True
2930234548,XQD06703.1,gas vesicle structural protein GvpA [Microcystis aeruginosa FACHB-524],Microcystis aeruginosa FACHB-524,2486203,71,insd,2025/03/17,True,True
2930234549,XQD06704.1,gas vesicle structural protein GvpA [Microcystis aeruginosa FACHB-524],Microcystis aeruginosa FACHB-524,2486203,71,insd,2025/03/17,True,True
2930234550,XQD06705.1,gas vesicle structural protein GvpA [Microcystis aeruginosa FACHB-524],Microcystis aeruginosa FACHB-524,2486203,71,insd,2025/03/17,True,True
2938146399,XQJ63650.1,gas vesicle structural protein GvpA [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2025/03/23,True,True
2938146400,XQJ63651.1,gas vesicle structural protein GvpA [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2025/03/23,True,True
2938146508,XQJ63759.1,gas vesicle structural protein GvpA [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2025/03/23,True,True
2948777538,CAI7983226.1,Gas vesicle structural protein [Kamptonema sp. PCC 6506],Kamptonema sp. PCC 6506,272129,72,insd,2023/03/09,False,True
2957507398,GAB1539017.1,gas vesicle structural protein GvpA [Scytonema sp. NUACC21],Scytonema sp. NUACC21,3350582,72,insd,2025/04/16,True,True
2958622390,CAN1213032.1,gas vesicle structural protein GvpA [Tumidithrix helvetica PCC 7403],Tumidithrix helvetica PCC 7403,56111,72,insd,2025/04/19,True,True
2961772002,WP_425311603.1,MULTISPECIES: gas vesicle structural protein GvpA [Microcystis],Microcystis,1125,80,refseq,2025/08/19,True,True
2962815869,GAB4214070.1,MAG: gas vesicle structural protein GvpA [Synechococcales cyanobacterium],Synechococcales cyanobacterium,2478492,72,insd,2025/04/26,True,True
2963001913,GAB4427020.1,MAG: gas vesicle structural protein GvpA [Cyanobacteria bacterium J069],Cyanobacteria bacterium J069,2420337,72,insd,2025/04/26,True,True
2963005342,GAB4461818.1,MAG: gas vesicle structural protein GvpA [Elainellaceae cyanobacterium],Elainellaceae cyanobacterium,3121617,72,insd,2025/04/26,True,True
2963016691,GAB4150252.1,MAG: gas vesicle structural protein GvpA [Cyanobacteria bacterium J069],Cyanobacteria bacterium J069,2420337,72,insd,2025/04/26,True,True
2963029365,GAB4350580.1,MAG: gas vesicle structural protein GvpA [Leptolyngbyaceae cyanobacterium],Leptolyngbyaceae cyanobacterium,3088178,72,insd,2025/04/26,True,True
2963068443,GAB4302147.1,MAG: gas vesicle structural protein GvpA [Oscillatoriaceae cyanobacterium],Oscillatoriaceae cyanobacterium,2664179,72,insd,2025/04/26,True,True
2963115187,GAB4386638.1,MAG: gas vesicle structural protein GvpA [Elainellaceae cyanobacterium],Elainellaceae cyanobacterium,3121617,72,insd,2025/04/26,True,True
2970763403,XTB90403.1,gas vesicle structural protein GvpA [Aliinostoc sp. HNIBRCY26],Aliinostoc sp. HNIBRCY26,3418997,71,insd,2025/05/07,True,True
2970763404,XTB90404.1,gas vesicle structural protein GvpA [Aliinostoc sp. HNIBRCY26],Aliinostoc sp. HNIBRCY26,3418997,71,insd,2025/05/07,True,True
2970763405,XTB90405.1,gas vesicle structural protein GvpA [Aliinostoc sp. HNIBRCY26],Aliinostoc sp. HNIBRCY26,3418997,71,insd,2025/05/07,True,True
2973292201,WP_425589715.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Microcystis (in: cyanobacteria)],unclassified Microcystis (in: cyanobacteria),3407010,80,refseq,2025/11/26,True,True
